,title,year,dom_gross,for_gross,world_gross
8003,Trolljegeren,2011,253444.0,5453194.0,5706638.0
8004,Ira and Abby,2007,221096.0,0.0,221096.0
8005,The Masked Saint,2016,182695.0,0.0,182695.0
8006,Winter Passing,2006,107492.0,6291.0,113783.0
8007,D.E.B.S.,2005,96793.0,0.0,96793.0
8008,Time to Choose,2016,29233.0,0.0,29233.0
8009,Surveillance,2009,27349.0,1369046.0,1396395.0
8010,Taxman,1999,9871.0,0.0,9871.0
8011,The Kick,2011,0.0,40622.0,40622.0
8012,The Betrayed,2009,0.0,0.0,0.0
8013,The Secret,2006,0.0,0.0,0.0
8014,2:13,2011,0.0,0.0,0.0
8015,"Batman: The Dark Knight Returns, Part 2",2013,0.0,0.0,0.0
8016,In the Name of the King III,2014,0.0,0.0,0.0
8017,Wicked Blood,2014,0.0,0.0,0.0
8018,Dawn Patrol,2015,0.0,0.0,0.0
8019,Jagten,2013,687185.0,17622608.0,18309793.0
8020,Lords of London,2015,0.0,0.0,0.0
8021,La marche de l'empereur,2005,77437223.0,55839136.0,133276359.0
8022,High Anxiety,1977,31063038.0,0.0,31063038.0
8024,Choke,2008,2926565.0,1197712.0,4124277.0
8025,L\'incomparable mademoiselle C.,2004,493905.0,0.0,493905.0
8026,August,2008,12636.0,0.0,12636.0
8027,To Write Love On Her Arms,2015,0.0,0.0,0.0
8028,Carousel,1956,0.0,3604.0,3604.0
8030,Bella,2007,8093373.0,4312100.0,12405473.0
8031,Cidade de Deus,2003,7563397.0,24495898.0,32059295.0
8032,Human Traffic,2000,104257.0,5318483.0,5422740.0
8033,The Dead Girl,2006,19875.0,0.0,19875.0
8034,The Opposite Sex,2015,0.0,50206.0,50206.0
8035,A Christmas Story,1983,20605209.0,0.0,20605209.0
8036,Class of 1984,1982,6965361.0,0.0,6965361.0
8037,Entre les murs,2009,3766810.0,30347257.0,34114067.0
8038,Dreaming of Joseph Lees,1999,7680.0,0.0,7680.0
8039,Rosemary's Baby,1968,33395426.0,0.0,33395426.0
8040,Sorry to Bother You,2018,17493096.0,792464.0,18285560.0
8041,The Man Who Shot Liberty Valance,1962,8000000.0,0.0,8000000.0
8042,Maria Full of Grace,2004,6529624.0,7911534.0,14441158.0
8045,Adam,2009,2283291.0,551194.0,2834485.0
8046,Feast,2006,56131.0,634741.0,690872.0
8047,Itâs a Wonderful Life,1946,6600000.0,4168908.0,10768908.0
8048,Trainspotting,1996,16501785.0,55057186.0,71558971.0
8049,Antiviral,2013,0.0,123407.0,123407.0
8050,National Lampoon's Animal House,1978,141600000.0,0.0,141600000.0
8054,Goldfinger,1964,51100000.0,73800000.0,124900000.0
8056,The Original Kings of Comedy,2000,38168022.0,68316.0,38236338.0
8057,The Bridge on the River Kwai,1957,33300000.0,0.0,33300000.0
8058,Coming Home,1978,32653000.0,0.0,32653000.0
8059,Waking Ned Devine,1998,24793251.0,30400000.0,55193251.0
8060,Air Bud,1997,24646936.0,3141713.0,27788649.0
8061,Bowling for Columbine,2002,21576018.0,36664469.0,58240487.0
8062,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985,21163999.0,0.0,21163999.0
8063,A Room with a View,1986,20966644.0,0.0,20966644.0
8064,Love and Death,1975,20123742.0,0.0,20123742.0
8065,Friday the 13th Part VI: Jason Lives,1986,19472057.0,0.0,19472057.0
8066,Martin Lawrence Live: RunTelDat,2002,19184820.0,0.0,19184820.0
8067,The Apartment,1960,18600000.0,6000000.0,24600000.0
8068,Cat on a Hot Tin Roof,1958,17570324.0,0.0,17570324.0
8069,Beneath the Planet of the Apes,1970,17489009.0,0.0,17489009.0
8070,Pokemon 3: The Movie,2001,17052128.0,51400000.0,68452128.0
8071,Jason Goes to Hell: The Final Friday,1993,15935068.0,0.0,15935068.0
8072,Spaced Invaders,1990,15000000.0,0.0,15000000.0
8073,Family Plot,1976,13200000.0,0.0,13200000.0
8074,Torn Curtain,1966,13000000.0,0.0,13000000.0
8076,Dave Chappelle's Block Party,2006,11718595.0,333329.0,12051924.0
8077,Krush Groove,1985,11052713.0,0.0,11052713.0
8078,Elmer Gantry,1960,10400000.0,0.0,10400000.0
8079,Next Day Air,2009,10027047.0,145472.0,10172519.0
8080,Judgment at Nuremberg,1961,10000000.0,0.0,10000000.0
8081,Belly,1998,9639390.0,0.0,9639390.0
8082,Trippinâ,1999,9017070.0,0.0,9017070.0
8083,Red River,1948,9012000.0,0.0,9012000.0
8084,The Deep End,2001,8823109.0,1158526.0,9981635.0
8086,Teen Wolf Too,1987,7888000.0,0.0,7888000.0
8087,The Collector,2009,7712114.0,2761722.0,10473836.0
8088,Phantasm II,1988,7282851.0,0.0,7282851.0
8089,Let There Be Light,2017,7233471.0,7838.0,7241309.0
8090,Phat Girlz,2006,7061128.0,239987.0,7301115.0
8091,Woman Thou Art Loosed,2004,6879730.0,0.0,6879730.0
8092,Real Women Have Curves,2002,5853194.0,1924596.0,7777790.0
8093,Gallipoli,1981,5732587.0,0.0,5732587.0
8094,Water,2006,5529144.0,5793429.0,11322573.0
8095,Donât Think Twice,2016,4417983.0,0.0,4417983.0
8097,East is East,2000,4170647.0,26267988.0,30438635.0
8098,Whipped,2000,4142507.0,0.0,4142507.0
8099,Kama Sutra,1997,4109095.0,0.0,4109095.0
8102,Willy Wonka & the Chocolate Factory,1971,4000000.0,0.0,4000000.0
8103,Warlock: The Armageddon,1993,3902679.0,0.0,3902679.0
8104,8 Heads in a Duffel Bag,1997,3602884.0,400000.0,4002884.0
8105,Days of Heaven,1978,3446749.0,214131.0,3660880.0
8106,Thirteen Conversations About One Thing,2002,3287435.0,418488.0,3705923.0
8108,Jawbreaker,1999,3076820.0,0.0,3076820.0
8109,Basquiat,1996,2962051.0,0.0,2962051.0
8110,Tsotsi,2006,2912606.0,8624933.0,11537539.0
8112,Happiness,1998,2746453.0,3000000.0,5746453.0
8113,DysFunkTional Family,2003,2255000.0,0.0,2255000.0
8116,Elephant,2003,1266955.0,8784561.0,10051516.0
8118,Oldboy,2005,707391.0,5532332.0,6239723.0
8119,Hobo with a Shotgun,2011,703372.0,131581.0,834953.0
8123,Everybody Wants to Be Italian,2008,351416.0,0.0,351416.0
8124,Creature,2011,331000.0,0.0,331000.0
8125,The Bounce Back,2016,321910.0,99494.0,421404.0
8126,Freeway,1996,295493.0,0.0,295493.0
8127,Love's Abiding Joy,2006,252726.0,0.0,252726.0
8128,Dead Alive,1993,242623.0,0.0,242623.0
8130,Tim and Eric's Billion Dollar Movie,2012,201436.0,22216.0,223652.0
8131,Holly,2007,163069.0,0.0,163069.0
8133,The Grand,2008,115879.0,0.0,115879.0
8134,Sommersturm,2006,95204.0,0.0,95204.0
8135,Fort McCoy,2014,78948.0,0.0,78948.0
8137,Just Looking,2000,39852.0,0.0,39852.0
8139,The Divide,2012,18000.0,138362.0,156362.0
8140,Tanner Hall,2011,5073.0,0.0,5073.0
8141,My Big Fat Independent Movie,2005,4655.0,0.0,4655.0
8142,Demonic,2017,0.0,4668109.0,4668109.0
8143,Ã l\'intÃ©rieur,2008,0.0,895932.0,895932.0
8144,They Came Together,2014,0.0,82780.0,82780.0
8145,Open Road,2013,0.0,47469.0,47469.0
8147,Barry Munday,2010,0.0,0.0,0.0
8148,The Deported,2009,0.0,0.0,0.0
8149,Chicago Overcoat,2009,0.0,0.0,0.0
8150,Never Back Down 2: The Beatdown,2011,0.0,0.0,0.0
8151,AWOL-72,2015,0.0,0.0,0.0
8152,30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,2013,0.0,0.0,0.0
8153,Enter the Dangerous Mind,2015,0.0,0.0,0.0
8154,Something Wicked,2015,0.0,0.0,0.0
8156,Iguana,2014,0.0,0.0,0.0
8157,Four Single Fathers,2009,0.0,0.0,0.0
8158,Amnesiac,2015,0.0,0.0,0.0
8159,Unnatural,2015,0.0,0.0,0.0
8160,Close Range,2015,0.0,0.0,0.0
8161,The Harvey Girls,1946,4100000.0,0.0,4100000.0
8163,Central do Brasil,1998,5969553.0,11036605.0,17006158.0
8164,Pocketful of Miracles,1961,5000000.0,0.0,5000000.0
8165,Boynton Beach Club,2006,3127472.0,0.0,3127472.0
8167,Griff the Invisible,2011,20778.0,5157.0,25935.0
8168,Some Like it Hot,1959,25000000.0,19542.0,25019542.0
8169,High Tension,2005,3681066.0,2754196.0,6435262.0
8170,Young Frankenstein,1974,86300000.0,0.0,86300000.0
8172,Hustle & Flow,2005,22202809.0,1388974.0,23591783.0
8173,Friday the 13th Part VII: The New Blood,1988,19170001.0,0.0,19170001.0
8174,Artie Lange's Beer League,2006,475000.0,0.0,475000.0
8175,The Wizard of Oz,1939,34063405.0,242071.0,34305476.0
8176,Diary of the Dead,2008,952620.0,4441827.0,5394447.0
8177,The Black Stallion,1979,37799643.0,0.0,37799643.0
8178,Ulee's Gold,1997,9054736.0,6545264.0,15600000.0
8179,Indivisible,2018,3511417.0,76888.0,3588305.0
8180,Lage Raho Munna Bhai,2006,2217561.0,29300000.0,31517561.0
8181,Sardaar Ji,2015,0.0,8200000.0,8200000.0
8182,Rejsen til Saturn,2008,0.0,5377665.0,5377665.0
8183,Donovan's Reef,1963,6600000.0,0.0,6600000.0
8184,Diane,1956,0.0,0.0,0.0
8185,The Dress,1998,16556.0,0.0,16556.0
8186,A Guy Named Joe,1943,5363000.0,0.0,5363000.0
8187,Blazing Saddles,1974,119500000.0,0.0,119500000.0
8188,Friday the 13th Part IV: The Final Chapter,1984,32980880.0,0.0,32980880.0
8190,Maurice,1987,3147950.0,50358.0,3198308.0
8191,Riding Giants,2004,2276368.0,1015965.0,3292333.0
8192,Los CronocrÃ­menes,2008,39127.0,525347.0,564474.0
8193,La Cara Oculta,2011,0.0,7033931.0,7033931.0
8194,Timber Falls,2007,0.0,71248.0,71248.0
8195,Silver Medalist,2008,0.0,0.0,0.0
8196,"Fat, Sick & Nearly Dead",2011,0.0,0.0,0.0
8197,Singin' in the Rain,1952,7200000.0,0.0,7200000.0
8199,2016: Obamaâs America,2012,33349941.0,0.0,33349941.0
8201,Garden State,2004,26782316.0,9246486.0,36028802.0
8202,That Thing You Do!,1996,25857416.0,8700000.0,34557416.0
8203,Halloween II,1981,25533818.0,0.0,25533818.0
8204,Halloween 3: Season of the Witch,1982,14400000.0,0.0,14400000.0
8205,Religulous,2008,13011160.0,870157.0,13881317.0
8206,Escape from the Planet of the Apes,1971,12300000.0,0.0,12300000.0
8207,Hud,1963,10000000.0,0.0,10000000.0
8209,My Own Private Idaho,1991,6401336.0,0.0,6401336.0
8210,Before Sunrise,1995,5274005.0,416215.0,5690220.0
8213,Sur Le Seuil,2003,2013052.0,0.0,2013052.0
8214,Jesus' Son,2000,1282084.0,405464.0,1687548.0
8215,Saving Face,2005,1187266.0,82439.0,1269705.0
8216,Brick Lane,2008,1094998.0,2743488.0,3838486.0
8217,The Lost Medallion: The Adventures of Billy Stone,2013,549632.0,0.0,549632.0
8218,My Life Without Me,2003,432360.0,11834915.0,12267275.0
8219,Marilyn Hotchkiss' Ballroom Dancing and Charm School,2006,349132.0,148063.0,497195.0
8221,Fuel,2008,174255.0,0.0,174255.0
8222,Valley of the Hearts Delight,2010,118666.0,0.0,118666.0
8223,The Other End of the Line,2008,115504.0,391942.0,507446.0
8224,8: The Mormon Proposition,2010,100280.0,0.0,100280.0
8225,Sleep Dealer,2009,80136.0,28771.0,108907.0
8226,Eye of the Dolphin,2007,72210.0,50.0,72260.0
8227,Underdogs,2013,35017.0,1357632.0,1392649.0
8228,Anatomie,2000,9598.0,0.0,9598.0
8229,The Calling,2009,0.0,0.0,0.0
8230,Alien Uprising,2013,0.0,0.0,0.0
8231,Christmas Mail,2010,0.0,0.0,0.0
8232,Stung,2015,0.0,0.0,0.0
8233,Sky Sharks,2017,0.0,0.0,0.0
8234,8 Days,2015,0.0,0.0,0.0
8235,Antibirth,2016,0.0,0.0,0.0
8236,The Rise of the Krays,2016,0.0,0.0,0.0
8237,Not Safe For Work,2014,0.0,0.0,0.0
8238,Go For It!,2011,180237.0,2121.0,182358.0
8239,Get on the Bus,1996,5691854.0,0.0,5691854.0
8240,Thr3e,2007,1008849.0,411569.0,1420418.0
8241,Idiocracy,2006,444093.0,56203.0,500296.0
8242,NiktÃ©,2009,0.0,1333891.0,1333891.0
8243,Always Woodstock,2014,0.0,0.0,0.0
8244,This is England,2007,327919.0,8411657.0,8739576.0
8245,Bathing Beauty,1944,3500000.0,0.0,3500000.0
8247,Show Boat,1951,11000000.0,0.0,11000000.0
8248,"Dancer, Texas Pop. 81",1998,574838.0,0.0,574838.0
8249,Frontera,2014,59696.0,0.0,59696.0
8250,Redemption Road,2011,29384.0,0.0,29384.0
8251,The Toxic Avenger Part II,2015,0.0,0.0,0.0
8253,The Brave Little Toaster,1987,0.0,0.0,0.0
8255,Fantasia,1940,83320000.0,0.0,83320000.0
8256,Friday the 13th Part 3,1982,36690067.0,0.0,36690067.0
8257,The French Connection,1971,41158757.0,0.0,41158757.0
8258,Friday the 13th Part V: A New Beginning,1985,21930418.0,0.0,21930418.0
8259,The Last Sin Eater,2007,388390.0,0.0,388390.0
8260,Impact Point,2008,0.0,0.0,0.0
8261,The Valley of Decision,1945,9132000.0,0.0,9132000.0
8262,Chicken Tikka Masala,2005,0.0,37865.0,37865.0
8263,Jack Brooks: Monster Slayer,2008,0.0,0.0,0.0
8264,The Best Years of Our Lives,1946,23600000.0,0.0,23600000.0
8265,Bully,2001,881824.0,500000.0,1381824.0
8266,Elling,2002,313436.0,0.0,313436.0
8267,Mi America,2016,3330.0,0.0,3330.0
8268,[Rec],2009,0.0,23266821.0,23266821.0
8269,Infected,2012,0.0,0.0,0.0
8270,Lies in Plain Sight,2010,0.0,0.0,0.0
8271,The Timber,2015,0.0,0.0,0.0
8272,Sharkskin,2016,0.0,0.0,0.0
8274,From Russia With Love,1964,24800000.0,54100000.0,78900000.0
8275,Mad Max 2: The Road Warrior,1982,24600832.0,0.0,24600832.0
8277,In the Heat of the Night,1967,24379978.0,27669.0,24407647.0
8278,Sleeper,1973,18344729.0,0.0,18344729.0
8279,Everything You Always Wanted to Know,1972,18016290.0,0.0,18016290.0
8281,Eighth Grade,2018,13539710.0,801306.0,14341016.0
8282,To Kill A Mockingbird,1962,13129846.0,0.0,13129846.0
8284,Boys Don't Cry,1999,11540607.0,9200393.0,20741000.0
8285,Das Leben der Anderen,2007,11284657.0,69912390.0,81197047.0
8288,Boom Town,1940,9172000.0,0.0,9172000.0
8289,Gentleman's Agreement,1947,7800000.0,0.0,7800000.0
8290,The Hustler,1961,7600000.0,0.0,7600000.0
8291,Witchboard,1986,7369373.0,0.0,7369373.0
8292,Les Triplettes de Belleville,2003,7301288.0,10101880.0,17403168.0
8293,Smoke Signals,1998,6719300.0,1037317.0,7756617.0
8295,Meet the Mormons,2014,6047363.0,1808.0,6049171.0
8296,American Splendor,2003,6003587.0,2682045.0,8685632.0
8299,Before Sunset,2004,5792822.0,5424524.0,11217346.0
8300,Amores Perros,2001,5383834.0,15500000.0,20883834.0
8301,Thirteen,2003,4601043.0,4904953.0,9505996.0
8302,Touching the Void,2004,4593598.0,10802927.0,15396525.0
8304,Alexander's Ragtime Band,1938,4000000.0,0.0,4000000.0
8305,Me and You and Everyone We Know,2005,3885134.0,5730330.0,9615464.0
8307,Harsh Times,2006,3337931.0,2887373.0,6225304.0
8308,Ghost Dog: The Way of the Samurai,2000,3330230.0,7342262.0,10672492.0
8309,Captive,2015,2583301.0,208672.0,2791973.0
8310,Full Frontal,2002,2512846.0,925958.0,3438804.0
8311,Hearts Beat Loud,2018,2386254.0,34708.0,2420962.0
8312,The Resurrection of Gavin Stone,2017,2303792.0,0.0,2303792.0
8313,Waltz with Bashir,2008,2283849.0,11628440.0,13912289.0
8314,Strangers with Candy,2006,2072645.0,5199.0,2077844.0
8315,Night on Earth,1992,2015000.0,7893.0,2022893.0
8316,Nemesis,1993,2001124.0,0.0,2001124.0
8317,Shortbus,2006,1985292.0,0.0,1985292.0
8318,Son of Rambow: A Home Movie,2008,1785505.0,9477758.0,11263263.0
8319,"The Book of Mormon Movie, Volume 1: The Journey",2003,1660865.0,0.0,1660865.0
8322,No End In Sight,2007,1433319.0,0.0,1433319.0
8324,Get Real,1999,1152411.0,0.0,1152411.0
8325,In the Shadow of the Moon,2007,1134358.0,1041229.0,2175587.0
8328,Inside Deep Throat,2005,691880.0,0.0,691880.0
8329,Dinner Rush,2001,638227.0,437277.0,1075504.0
8330,The Virginity Hit,2010,636706.0,0.0,636706.0
8331,Clockwatchers,1998,537948.0,2013.0,539961.0
8332,Subway,1985,390659.0,1272637.0,1663296.0
8333,House of D,2005,388532.0,77574.0,466106.0
8334,Teeth,2008,347578.0,2003063.0,2350641.0
8335,Stonewall,1996,304602.0,0.0,304602.0
8336,Sherrybaby,2006,199176.0,560328.0,759504.0
8337,The Last Five Years,2015,147299.0,57999.0,205298.0
8338,Six-String Samurai,1998,134624.0,0.0,134624.0
8339,Hum to Mohabbt Karega,2000,121807.0,0.0,121807.0
8340,It's All Gone Pete Tong,2005,120620.0,2105983.0,2226603.0
8342,24 7: Twenty Four Seven,1998,72544.0,0.0,72544.0
8343,Pump,2014,72277.0,0.0,72277.0
8344,Roadside Romeo,2008,55202.0,1990888.0,2046090.0
8345,Eureka,2001,49388.0,27266.0,76654.0
8346,Lost River,2015,45431.0,1964213.0,2009644.0
8347,This Thing of Ours,2003,37227.0,0.0,37227.0
8349,Growing up Smith,2017,35312.0,0.0,35312.0
8350,Super Capers,2009,30955.0,0.0,30955.0
8351,Return of the Living Dead 3,1993,21000.0,0.0,21000.0
8352,The Missing Person,2009,17896.0,0.0,17896.0
8354,London,2006,12667.0,0.0,12667.0
8355,Circle,2010,10024.0,0.0,10024.0
8356,Eden Lake,2008,7321.0,4287052.0,4294373.0
8357,Jerusalema,2010,7294.0,3385.0,10679.0
8358,Say Uncle,2006,5361.0,0.0,5361.0
8359,Plush,2013,3080.0,25784.0,28864.0
8360,The Ghastly Love of Johnny X,2012,2436.0,0.0,2436.0
8361,Lesbian Vampire Killers,2009,0.0,3620902.0,3620902.0
8362,Grave Encounters,2011,0.0,2151887.0,2151887.0
8363,Bone Tomahawk,2015,0.0,475846.0,475846.0
8364,Freeze Frame,2004,0.0,105377.0,105377.0
8365,Stitches,2013,0.0,63555.0,63555.0
8366,"To Be Frank, Sinatra at 100",2015,0.0,926.0,926.0
8367,Bananas,1971,0.0,0.0,0.0
8368,Nine Dead,2009,0.0,0.0,0.0
8369,No Man's Land: The Rise of Reeker,2008,0.0,0.0,0.0
8370,Rockaway,2007,0.0,0.0,0.0
8371,Wings,1927,0.0,0.0,0.0
8372,The Lady from Shanghai,2015,0.0,0.0,0.0
8373,Straight A's,2013,0.0,0.0,0.0
8374,The Legend of Hellâs Gate: An American Conspiracy,2012,0.0,0.0,0.0
8375,Highway,2012,0.0,0.0,0.0
8376,Small Apartments,2013,0.0,0.0,0.0
8377,Coffee Town,2013,0.0,0.0,0.0
8378,Lucky Dog,2014,0.0,0.0,0.0
8379,Pendulum,2001,0.0,0.0,0.0
8380,A Funny Thing Happened on the Way to the Forum,1966,0.0,0.0,0.0
8381,Slacker Uprising,2008,0.0,0.0,0.0
8382,The Walking Deceased,2015,0.0,0.0,0.0
8383,True Bromance,2011,0.0,0.0,0.0
8384,The Curse of Downers Grove,2015,0.0,0.0,0.0
8385,Wind Walkers,2015,0.0,0.0,0.0
8386,The Dog Lover,2016,0.0,0.0,0.0
8387,Shark Lake,2015,0.0,0.0,0.0
8389,The Marine 4,2015,0.0,0.0,0.0
8390,River's Edge,1987,4600000.0,0.0,4600000.0
8391,Man on Wire,2008,2962242.0,2654825.0,5617067.0
8393,Northfork,2003,1420578.0,24562.0,1445140.0
8394,Brotherly Love,2015,478595.0,0.0,478595.0
8398,Chacun sa nuit,2007,18435.0,120882.0,139317.0
8399,Stranded,2013,0.0,285593.0,285593.0
8400,Vaalu,2015,0.0,12444.0,12444.0
8405,Dr. Strangelove,1964,9164370.0,66308.0,9230678.0
8406,Battle for the Planet of the Apes,1973,8800000.0,0.0,8800000.0
8407,A Streetcar Named Desire,1951,8000000.0,0.0,8000000.0
8408,Hang 'em High,1968,6800000.0,0.0,6800000.0
8409,El crimen de padre Amaro,2002,5719000.0,0.0,5719000.0
8410,Songcatcher,2001,3050934.0,0.0,3050934.0
8413,Travellers and Magicians,2005,506793.0,815368.0,1322161.0
8414,Ed and his Dead Mother,1993,673.0,0.0,673.0
8415,Deadline,2009,0.0,0.0,0.0
8416,Sublime,2007,0.0,0.0,0.0
8417,Dysfunctional Friends,2012,0.0,0.0,0.0
8418,Independence Daysaster,2013,0.0,0.0,0.0
8419,Against the Wild,2014,0.0,0.0,0.0
8420,Beginnerâs Guide to Sex,2015,0.0,0.0,0.0
8421,Lola rennt,1999,7267324.0,15611870.0,22879194.0
8422,May,2003,145540.0,489263.0,634803.0
8424,Living Dark: The Story of Ted the Caver,2019,0.0,0.0,0.0
8425,In the Bedroom,2001,35930604.0,6207267.0,42137871.0
8426,La misma luna,2008,12590147.0,10681594.0,23271741.0
8427,Conquest of the Planet of the Apes,1972,9700000.0,0.0,9700000.0
8429,Grace Unplugged,2013,2507159.0,0.0,2507159.0
8430,"Happy, Texas",1999,2039192.0,852036.0,2891228.0
8431,Saul fia,2015,1777043.0,7919494.0,9696537.0
8432,My Summer of Love,2005,1000915.0,3726460.0,4727375.0
8433,Yes,2005,396035.0,265186.0,661221.0
8434,Braid,2019,0.0,80745.0,80745.0
8435,From Here to Eternity,1953,30500000.0,0.0,30500000.0
8436,You Can't Take It With You,1938,4000000.0,0.0,4000000.0
8437,Foolish,1999,6026908.0,0.0,6026908.0
8438,She Wore a Yellow Ribbon,1949,5400000.0,0.0,5400000.0
8439,The Conversation,1974,4420000.0,0.0,4420000.0
8440,N-Secure,2010,2595644.0,0.0,2595644.0
8441,Sukkar banat,2008,1060591.0,13193169.0,14253760.0
8442,Out of the Dark,1989,419428.0,0.0,419428.0
8443,Bubble,2006,145382.0,0.0,145382.0
8444,Dil Jo Bhi Kahey...,2005,129319.0,0.0,129319.0
8445,Mississippi Mermaid,1999,27795.0,2600000.0,2627795.0
8447,I Love Your Work,2005,3264.0,0.0,3264.0
8448,The Kingâs Thief,1955,0.0,0.0,0.0
8450,Moonlight,2016,27854931.0,37390581.0,65245512.0
8451,Cabin Fever,2003,21158188.0,9193476.0,30351664.0
8452,Waitress,2007,19097550.0,3119633.0,22217183.0
8453,Kickboxer,1989,14533681.0,0.0,14533681.0
8454,Bloodsport,1988,11806119.0,0.0,11806119.0
8455,Mr. Smith Goes To Washington,1939,9000000.0,0.0,9000000.0
8457,Kids,1995,7412216.0,13000000.0,20412216.0
8458,The Squid and the Whale,2005,7372734.0,3818689.0,11191423.0
8459,Kissing Jessica Stein,2002,7025722.0,2319339.0,9345061.0
8460,Spellbound,1945,7000000.0,0.0,7000000.0
8462,Exotica,1994,5046118.0,0.0,5046118.0
8463,The To Do List,2013,3491669.0,637159.0,4128828.0
8464,The Gatekeepers,2013,2408553.0,183755.0,2592308.0
8465,Buffalo '66,1998,2380606.0,0.0,2380606.0
8466,Repo Man,1984,2300000.0,0.0,2300000.0
8467,Iâm Not Ashamed,2016,2082980.0,0.0,2082980.0
8468,Blood Simple,1985,1690913.0,1039964.0,2730877.0
8469,Nueve Reinas,2002,1222889.0,11190000.0,12412889.0
8470,The Lords of Salem,2013,1165881.0,375250.0,1541131.0
8471,31,2016,779820.0,142907.0,922727.0
8472,The Ballad of Jack and Rose,2005,712294.0,413964.0,1126258.0
8473,Unsullied,2016,510957.0,0.0,510957.0
8474,Killing Zoe,1994,418953.0,0.0,418953.0
8475,The Believer,2002,406035.0,1434213.0,1840248.0
8476,Snow Angels,2008,402858.0,11546.0,414404.0
8477,Session 9,2001,378176.0,1241426.0,1619602.0
8478,MOOZ-lum,2011,362239.0,10000.0,372239.0
8479,I Want Someone To Eat Cheese With,2007,194568.0,0.0,194568.0
8480,Amigo,2011,184705.0,0.0,184705.0
8481,Hatchet,2007,175281.0,65115.0,240396.0
8482,My Name is Bruce,2008,173066.0,0.0,173066.0
8484,Modern Times,1936,163245.0,36502.0,199747.0
8485,The Salon,2007,139084.0,0.0,139084.0
8487,Stolen Summer,2002,119841.0,0.0,119841.0
8488,Road Hard,2015,113169.0,0.0,113169.0
8489,Forty Shades of Blue,2005,75828.0,96741.0,172569.0
8490,Trucker,2009,52429.0,0.0,52429.0
8491,Pontypool,2009,3865.0,28051.0,31916.0
8492,"Me, You and Five Bucks",2015,2105.0,0.0,2105.0
8493,Housebound,2014,0.0,236863.0,236863.0
8494,Teefa in Trouble,2018,0.0,98806.0,98806.0
8495,Wal-Mart: The High Cost of Low Price,2005,0.0,58692.0,58692.0
8496,Closer to the Moon,2014,0.0,5396.0,5396.0
8497,Fetching Cody,2006,0.0,0.0,0.0
8498,The Lion of Judah,2011,0.0,0.0,0.0
8499,Once Upon a Time in Queens,2014,0.0,0.0,0.0
8500,Girlhouse,2015,0.0,0.0,0.0
8501,Mutant World,2015,0.0,0.0,0.0
8502,#Horror,2015,0.0,0.0,0.0
8503,Checkmate,2015,0.0,0.0,0.0
8504,Snow White and the Seven Dwarfs,1937,184925486.0,0.0,184925486.0
8505,Shalako,1968,2620000.0,0.0,2620000.0
8506,Werk ohne Autor,2018,1303747.0,3027405.0,4331152.0
8508,The Holy Girl,2005,304124.0,957668.0,1261792.0
8509,La chambre bleue,2014,260441.0,1684979.0,1945420.0
8510,Incident at Loch Ness,2004,36830.0,19243.0,56073.0
8511,Eddie: The Sleepwalking Cannibal,2013,1632.0,0.0,1632.0
8512,My Girlfriend's Boyfriend,2010,0.0,0.0,0.0
8513,Kurmanjan datka,2014,0.0,0.0,0.0
8514,House at the End of the Drive,2014,0.0,0.0,0.0
8515,Batman - The Movie,1966,0.0,0.0,0.0
8516,"Lock, Stock and Two Smoking Barrels",1999,3897569.0,24458619.0,28356188.0
8517,The Ballad of Gregorio Cortez,1983,909000.0,0.0,909000.0
8518,San Francisco,1936,2868000.0,2405000.0,5273000.0
8519,Festen,1998,1647780.0,0.0,1647780.0
8520,Trees Lounge,1996,749741.0,0.0,749741.0
8521,The Girlfriend Experience,2009,695840.0,310000.0,1005840.0
8522,Journey from the Fall,2007,635305.0,0.0,635305.0
8523,The Basket,2000,609042.0,0.0,609042.0
8524,Above and Beyond,2015,288751.0,0.0,288751.0
8525,Def-Con 4,1985,210904.0,0.0,210904.0
8526,Neal n' Nikki,2005,100358.0,229263.0,329621.0
8527,The Hebrew Hammer,2003,77755.0,12458.0,90213.0
8528,Los insolitos peces gato,2014,11278.0,43387.0,54665.0
8529,Simon,2006,4055.0,1734608.0,1738663.0
8530,Forget Me Not,2011,0.0,13465.0,13465.0
8531,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,2010,0.0,0.0,0.0
8532,The Algerian,2015,0.0,0.0,0.0
8533,Rebecca,1940,6000000.0,2370.0,6002370.0
8534,Friday the 13th Part 2,1981,21722776.0,0.0,21722776.0
8535,The Lost Weekend,1945,11000000.0,0.0,11000000.0
8536,C.H.U.D.,1984,4700000.0,0.0,4700000.0
8538,Filly Brown,2013,2850357.0,90054.0,2940411.0
8539,Niagara,1953,2500000.0,0.0,2500000.0
8540,Bodom,2016,0.0,726460.0,726460.0
8541,How Green Was My Valley,1941,0.0,0.0,0.0
8542,Da Sweet Blood of Jesus,2015,0.0,0.0,0.0
8543,Saw,2004,55968727.0,47911300.0,103880027.0
8544,"Sex, Lies, and Videotape",1989,24741667.0,12000000.0,36741667.0
8545,Super Troopers,2002,18492362.0,4553780.0,23046142.0
8546,Monsoon Wedding,2002,13876974.0,13148626.0,27025600.0
